,trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled,stop_headsign,pickup_type,drop_off_type,timepoint
339,147850:314507,14:01:00,14:01:00,1190,38,8391,,0,0,0
340,147850:314507,14:01:00,14:01:00,1191,39,8531,,0,0,0
341,147850:314507,14:02:00,14:02:00,1192,40,8676,,0,0,0
342,147850:314507,14:03:00,14:03:00,1193,41,8930,,0,0,0
343,147850:314507,14:03:00,14:03:00,1194,42,9080,,0,0,0
344,147850:314507,14:04:00,14:04:00,1195,43,9268,,0,0,0
345,147850:314507,14:04:00,14:04:00,1196,44,9507,,0,0,0
346,147850:314507,14:05:00,14:05:00,1197,45,9680,,0,0,0
347,147850:314507,14:06:00,14:06:00,1198,46,9931,,0,0,0
348,147850:314507,14:06:00,14:06:00,1200,47,10178,,0,0,0
349,147850:314507,14:07:00,14:07:00,1201,48,10442,,0,0,0
350,147850:314507,14:10:00,14:10:00,1000,49,10754,,0,0,1
351,147850:314507,14:11:00,14:11:00,1002,50,11062,,0,0,0
352,147850:314507,14:12:00,14:12:00,1003,51,11313,,0,0,0
353,147850:314507,14:13:00,14:13:00,1004,52,11811,,0,0,0
354,147850:314507,14:14:00,14:14:00,1005,53,12118,,0,0,0
355,147850:314507,14:17:00,14:17:00,1006,54,12424,,0,0,1
356,147850:314507,14:18:00,14:18:00,1007,55,12884,,0,0,0
357,147850:314507,14:19:00,14:19:00,1008,56,13147,,0,0,0
358,147850:314507,14:19:00,14:19:00,1009,57,13252,,0,0,0
359,147850:314507,14:20:00,14:20:00,1010,58,13496,,0,0,0
360,147850:314507,14:21:00,14:21:00,1011,59,13677,,0,0,0
361,147850:314507,14:22:00,14:22:00,1012,60,13959,,0,0,0
362,147850:314507,14:22:00,14:22:00,1013,61,14102,,0,0,0
363,147850:314507,14:23:00,14:23:00,1014,62,14342,,0,0,0
364,147850:314507,14:24:00,14:24:00,1015,63,14539,,0,0,0
365,147850:314507,14:25:00,14:25:00,1831,64,14776,,0,0,0
366,147850:314507,14:25:00,14:25:00,1828,65,14965,,0,0,0
367,147850:314507,14:30:00,14:30:00,1019,66,15632,,0,0,1
368,147850:314507,14:31:00,14:31:00,1021,67,16212,,0,0,0
369,147850:314507,14:32:00,14:32:00,1842,68,16386,,0,0,0
370,147850:314507,14:33:00,14:33:00,1026,69,16893,,0,0,0
371,147850:314507,14:34:00,14:34:00,1027,70,17262,,0,0,0
372,147850:314507,14:35:00,14:35:00,1028,71,17447,,0,0,0
373,147850:314507,14:35:00,14:35:00,1029,72,17712,,0,0,0
374,147850:314507,14:36:00,14:36:00,1030,73,17879,,0,0,0
375,147850:314507,14:37:00,14:37:00,1031,74,18271,,0,0,0
376,147850:314507,14:38:00,14:38:00,1034,75,18613,,0,0,0
377,147850:314507,14:39:00,14:39:00,1035,76,18851,,0,0,0
378,147850:314507,14:39:00,14:39:00,1036,77,19069,,0,0,0
379,147850:314507,14:40:00,14:40:00,1037,78,19241,,0,0,0
380,147850:314507,14:43:00,14:43:00,1038,79,19491,,0,0,1
381,147850:314507,14:43:00,14:43:00,1039,80,19750,,0,0,0
382,147850:314507,14:43:00,14:43:00,1040,81,19891,,0,0,0
383,147850:314507,14:43:00,14:43:00,1041,82,20020,,0,0,0
384,147850:314507,14:44:00,14:44:00,1042,83,20198,,0,0,0
385,147850:314507,14:45:00,14:45:00,1043,84,20492,,0,0,1
386,147850:314507,14:45:00,14:45:00,1044,85,20617,,0,0,0
387,147850:314507,14:45:00,14:45:00,1045,86,20758,,0,0,0
388,147850:314507,14:46:00,14:46:00,1046,87,20960,,0,0,0
389,147850:314507,14:46:00,14:46:00,1047,88,21231,,0,0,0
390,147850:314507,14:47:00,14:47:00,1048,89,21430,,0,0,0
391,147850:314507,14:48:00,14:48:00,1049,90,21671,,0,0,0
392,147850:314507,14:48:00,14:48:00,1050,91,21836,,0,0,0
393,147850:314507,14:48:00,14:48:00,1051,92,21974,,0,0,0
394,147850:314507,14:49:00,14:49:00,1052,93,22179,,0,0,0
395,147850:314507,14:50:00,14:50:00,1053,94,22451,,0,0,0
396,147850:314507,14:52:00,14:52:00,1054,95,22755,,0,0,1
6615,147842:315120,23:17:00,23:17:00,1054,1,22755,,0,0,1
6616,147842:315120,23:17:00,23:17:00,1055,2,22909,,0,0,0
6617,147842:315120,23:17:00,23:17:00,1056,3,23071,,0,0,0
6618,147842:315120,23:17:00,23:17:00,1057,4,23211,,0,0,0
6619,147842:315120,23:18:00,23:18:00,1058,5,23413,,0,0,0
6620,147842:315120,23:18:00,23:18:00,1059,6,23612,,0,0,0
6621,147842:315120,23:19:00,23:19:00,1060,7,23849,,0,0,0
6622,147842:315120,23:19:00,23:19:00,1061,8,24049,,0,0,0
6623,147842:315120,23:19:00,23:19:00,1062,9,24244,,0,0,0
6624,147842:315120,23:20:00,23:20:00,1063,10,24511,,0,0,0
6625,147842:315120,23:20:00,23:20:00,1065,11,24744,,0,0,0
6626,147842:315120,23:22:00,23:22:00,1066,12,24909,,0,0,1
6627,147842:315120,23:22:00,23:22:00,1067,13,25035,,0,0,0
6628,147842:315120,23:22:00,23:22:00,1068,14,25254,,0,0,0
6629,147842:315120,23:22:00,23:22:00,1069,15,25416,,0,0,0
6630,147842:315120,23:23:00,23:23:00,1070,16,25688,,0,0,0
6631,147842:315120,23:24:00,23:24:00,1071,17,25924,,0,0,1
6632,147842:315120,23:24:00,23:24:00,1073,18,26154,,0,0,0
6633,147842:315120,23:24:00,23:24:00,1074,19,26334,,0,0,0
6634,147842:315120,23:25:00,23:25:00,1075,20,26584,,0,0,0
6635,147842:315120,23:25:00,23:25:00,1076,21,26722,,0,0,0
6636,147842:315120,23:25:00,23:25:00,1077,22,26831,,0,0,0
6637,147842:315120,23:26:00,23:26:00,1079,23,27124,,0,0,0
6638,147842:315120,23:26:00,23:26:00,1080,24,27391,,0,0,0
6639,147842:315120,23:27:00,23:27:00,1081,25,27586,,0,0,0
6640,147842:315120,23:27:00,23:27:00,1083,26,27944,,0,0,0
6641,147842:315120,23:28:00,23:28:00,1084,27,28104,,0,0,0
6642,147842:315120,23:28:00,23:28:00,1085,28,28309,,0,0,0
6643,147842:315120,23:28:00,23:28:00,1086,29,28473,,0,0,0
6644,147842:315120,23:29:00,23:29:00,1087,30,28669,,0,0,0
6645,147842:315120,23:29:00,23:29:00,1843,31,28954,,0,0,0
6646,147842:315120,23:30:00,23:30:00,1577,32,29288,,0,0,0
6647,147842:315120,23:32:00,23:32:00,1019,33,29469,,0,0,1
33338,147874:317477,06:25:00,06:25:00,1019,1,29469,,0,0,1
33339,147874:317477,06:25:00,06:25:00,1829,2,29807,,0,0,0
33340,147874:317477,06:26:00,06:26:00,1093,3,29985,,0,0,0
33341,147874:317477,06:27:00,06:27:00,1094,4,30217,,0,0,0
33342,147874:317477,06:27:00,06:27:00,1095,5,30408,,0,0,0
33343,147874:317477,06:28:00,06:28:00,1096,6,30597,,0,0,0
33344,147874:317477,06:29:00,06:29:00,1097,7,30837,,0,0,0
33345,147874:317477,06:29:00,06:29:00,1098,8,31070,,0,0,0
33346,147874:317477,06:30:00,06:30:00,1099,9,31235,,0,0,0
33347,147874:317477,06:30:00,06:30:00,1100,10,31355,,0,0,0
33348,147874:317477,06:31:00,06:31:00,1101,11,31512,,0,0,0
33349,147874:317477,06:32:00,06:32:00,1102,12,31896,,0,0,0
33350,147874:317477,06:35:00,06:35:00,1103,13,32329,,0,0,1
33351,147874:317477,06:35:00,06:35:00,1104,14,32577,,0,0,0
33352,147874:317477,06:35:00,06:35:00,1105,15,32687,,0,0,0
33353,147874:317477,06:36:00,06:36:00,1106,16,32955,,0,0,0
33354,147874:317477,06:37:00,06:37:00,1108,17,33603,,0,0,0
33355,147874:317477,06:39:00,06:39:00,1112,18,34601,,0,0,0
33356,147874:317477,06:39:00,06:39:00,1113,19,34863,,0,0,0
33357,147874:317477,06:40:00,06:40:00,1114,20,35073,,0,0,0
33358,147874:317477,06:40:00,06:40:00,1115,21,35325,,0,0,0
33359,147874:317477,06:41:00,06:41:00,1116,22,35565,,0,0,0
33360,147874:317477,06:41:00,06:41:00,1117,23,35721,,0,0,0
33361,147874:317477,06:42:00,06:42:00,1118,24,36101,,0,0,0
33362,147874:317477,06:42:00,06:42:00,1119,25,36290,,0,0,0
33363,147874:317477,06:42:00,06:42:00,1120,26,36554,,0,0,0
33364,147874:317477,06:45:00,06:45:00,1121,27,36827,,0,0,1
33365,147874:317477,06:46:00,06:46:00,1122,28,37179,,0,0,0
33366,147874:317477,06:47:00,06:47:00,1123,29,37627,,0,0,0
33367,147874:317477,06:47:00,06:47:00,1124,30,37760,,0,0,0
33368,147874:317477,06:48:00,06:48:00,1125,31,38113,,0,0,0
33369,147874:317477,06:49:00,06:49:00,1126,32,38242,,0,0,0
33370,147874:317477,06:49:00,06:49:00,1127,33,38408,,0,0,0
33371,147874:317477,06:50:00,06:50:00,1128,34,38693,,0,0,0
33372,147874:317477,06:51:00,06:51:00,1129,35,38836,,0,0,0
33373,147874:317477,06:51:00,06:51:00,1130,36,39038,,0,0,0
33374,147874:317477,06:52:00,06:52:00,1131,37,39366,,0,0,0
33375,147874:317477,06:55:00,06:55:00,1132,38,39594,,0,0,1
33376,147874:317477,06:55:00,06:55:00,1133,39,39708,,0,0,0
33377,147874:317477,06:55:00,06:55:00,1135,40,40038,,0,0,0
33378,147874:317477,06:56:00,06:56:00,1136,41,40340,,0,0,0
33379,147874:317477,06:57:00,06:57:00,1137,42,40611,,0,0,0
33380,147874:317477,06:58:00,06:58:00,1138,43,41156,,0,0,0
33381,147874:317477,06:59:00,06:59:00,1139,44,41561,,0,0,0
33382,147874:317477,06:59:00,06:59:00,1140,45,41827,,0,0,0
33383,147874:317477,06:59:00,06:59:00,1141,46,41986,,0,0,0
33384,147874:317477,07:00:00,07:00:00,1142,47,42196,,0,0,0
33385,147874:317477,07:00:00,07:00:00,1143,48,42408,,0,0,0
33386,147874:317477,07:01:00,07:01:00,1144,49,42632,,0,0,0
33387,147874:317477,07:01:00,07:01:00,1146,50,43002,,0,0,0
33388,147874:317477,07:02:00,07:02:00,1147,51,43273,,0,0,0
33389,147874:317477,07:02:00,07:02:00,1148,52,43487,,0,0,0
33390,147874:317477,07:05:00,07:05:00,1150,53,43777,,0,0,1
