1776,6061,22103,21980,21723,21587,21310,21180,20922,20679,20366,20020,19897,19681,19375,19096,18887,18494,18206,17824,17621,17144,16816,16493,15925,15574,14922,14349,13750,2428,2282,12303,11933,11654,11223,11035,10812,10557,10353,10194,9699,8993,8495,8188,7882,7120,6908,6413,6258,5753,5449,5254,5022,4776,4461,4325,3948,3694,3324,3137,1702,1277,552,0,400,971,1296,1636,2123,2281,2637,3069,3299,3527,3877,4105,4275,4481,4828,5070,5393,5605,5781
1777,5661,22503,22380,22123,21987,21710,21580,21322,21079,20766,20420,20297,20081,19775,19496,19287,18894,18606,18224,18021,17544,17216,16893,16325,15974,15322,14749,14150,2828,2682,12703,12333,12054,11623,11435,11212,10957,10753,10594,10099,9393,8895,8588,8282,7520,7308,6813,6658,6153,5849,5654,5422,5176,4861,4725,4348,4094,3724,3537,2102,1677,952,400,0,571,896,1236,1723,1881,2237,2669,2899,3127,3477,3705,3875,4081,4428,4670,4993,5205,5381
1778,5090,23074,22951,22694,22558,22281,22151,21893,21650,21337,20991,20868,20652,20346,20067,19858,19465,19177,18795,18592,18115,17787,17464,16896,16545,15893,15320,14721,3399,3253,13274,12904,12625,12194,12006,11783,11528,11324,11165,10670,9964,9466,9159,8853,8091,7879,7384,7229,6724,6420,6225,5993,5747,5432,5296,4919,4665,4295,4108,2673,2248,1523,971,571,0,325,665,1152,1310,1666,2098,2328,2556,2906,3134,3304,3510,3857,4099,4422,4634,4810
1852,4765,23399,23276,23019,22883,22606,22476,22218,21975,21662,21316,21193,20977,20671,20392,20183,19790,19502,19120,18917,18440,18112,17789,17221,16870,16218,15645,15046,3724,3578,13599,13229,12950,12519,12331,12108,11853,11649,11490,10995,10289,9791,9484,9178,8416,8204,7709,7554,7049,6745,6550,6318,6072,5757,5621,5244,4990,4620,4433,2998,2573,1848,1296,896,325,0,340,827,985,1341,1773,2003,2231,2581,2809,2979,3185,3532,3774,4097,4309,4485
1779,4425,23739,23616,23359,23223,22946,22816,22558,22315,22002,21656,21533,21317,21011,20732,20523,20130,19842,19460,19257,18780,18452,18129,17561,17210,16558,15985,15386,4064,3918,13939,13569,13290,12859,12671,12448,12193,11989,11830,11335,10629,10131,9824,9518,8756,8544,8049,7894,7389,7085,6890,6658,6412,6097,5961,5584,5330,4960,4773,3338,2913,2188,1636,1236,665,340,0,487,645,1001,1433,1663,1891,2241,2469,2639,2845,3192,3434,3757,3969,4145
1780,3938,24226,24103,23846,23710,23433,23303,23045,22802,22489,22143,22020,21804,21498,21219,21010,20617,20329,19947,19744,19267,18939,18616,18048,17697,17045,16472,15873,4551,4405,14426,14056,13777,13346,13158,12935,12680,12476,12317,11822,11116,10618,10311,10005,9243,9031,8536,8381,7876,7572,7377,7145,6899,6584,6448,6071,5817,5447,5260,3825,3400,2675,2123,1723,1152,827,487,0,158,514,946,1176,1404,1754,1982,2152,2358,2705,2947,3270,3482,3658
1781,3780,24384,24261,24004,23868,23591,23461,23203,22960,22647,22301,22178,21962,21656,21377,21168,20775,20487,20105,19902,19425,19097,18774,18206,17855,17203,16630,16031,4709,4563,14584,14214,13935,13504,13316,13093,12838,12634,12475,11980,11274,10776,10469,10163,9401,9189,8694,8539,8034,7730,7535,7303,7057,6742,6606,6229,5975,5605,5418,3983,3558,2833,2281,1881,1310,985,645,158,0,356,788,1018,1246,1596,1824,1994,2200,2547,2789,3112,3324,3500
1782,3424,24740,24617,24360,24224,23947,23817,23559,23316,23003,22657,22534,22318,22012,21733,21524,21131,20843,20461,20258,19781,19453,19130,18562,18211,17559,16986,16387,5065,4919,14940,14570,14291,13860,13672,13449,13194,12990,12831,12336,11630,11132,10825,10519,9757,9545,9050,8895,8390,8086,7891,7659,7413,7098,6962,6585,6331,5961,5774,4339,3914,3189,2637,2237,1666,1341,1001,514,356,0,432,662,890,1240,1468,1638,1844,2191,2433,2756,2968,3144
1783,2992,25172,25049,24792,24656,24379,24249,23991,23748,23435,23089,22966,22750,22444,22165,21956,21563,21275,20893,20690,20213,19885,19562,18994,18643,17991,17418,16819,5497,5351,15372,15002,14723,14292,14104,13881,13626,13422,13263,12768,12062,11564,11257,10951,10189,9977,9482,9327,8822,8518,8323,8091,7845,7530,7394,7017,6763,6393,6206,4771,4346,3621,3069,2669,2098,1773,1433,946,788,432,0,230,458,808,1036,1206,1412,1759,2001,2324,2536,2712
1784,2762,25402,25279,25022,24886,24609,24479,24221,23978,23665,23319,23196,22980,22674,22395,22186,21793,21505,21123,20920,20443,20115,19792,19224,18873,18221,17648,17049,5727,5581,15602,15232,14953,14522,14334,14111,13856,13652,13493,12998,12292,11794,11487,11181,10419,10207,9712,9557,9052,8748,8553,8321,8075,7760,7624,7247,6993,6623,6436,5001,4576,3851,3299,2899,2328,2003,1663,1176,1018,662,230,0,228,578,806,976,1182,1529,1771,2094,2306,2482
1785,2534,25630,25507,25250,25114,24837,24707,24449,24206,23893,23547,23424,23208,22902,22623,22414,22021,21733,21351,21148,20671,20343,20020,19452,19101,18449,17876,17277,5955,5809,15830,15460,15181,14750,14562,14339,14084,13880,13721,13226,12520,12022,11715,11409,10647,10435,9940,9785,9280,8976,8781,8549,8303,7988,7852,7475,7221,6851,6664,5229,4804,4079,3527,3127,2556,2231,1891,1404,1246,890,458,228,0,350,578,748,954,1301,1543,1866,2078,2254
1786,2184,25980,25857,25600,25464,25187,25057,24799,24556,24243,23897,23774,23558,23252,22973,22764,22371,22083,21701,21498,21021,20693,20370,19802,19451,18799,18226,17627,6305,6159,16180,15810,15531,15100,14912,14689,14434,14230,14071,13576,12870,12372,12065,11759,10997,10785,10290,10135,9630,9326,9131,8899,8653,8338,8202,7825,7571,7201,7014,5579,5154,4429,3877,3477,2906,2581,2241,1754,1596,1240,808,578,350,0,228,398,604,951,1193,1516,1728,1904
1787,1956,26208,26085,25828,25692,25415,25285,25027,24784,24471,24125,24002,23786,23480,23201,22992,22599,22311,21929,21726,21249,20921,20598,20030,19679,19027,18454,17855,6533,6387,16408,16038,15759,15328,15140,14917,14662,14458,14299,13804,13098,12600,12293,11987,11225,11013,10518,10363,9858,9554,9359,9127,8881,8566,8430,8053,7799,7429,7242,5807,5382,4657,4105,3705,3134,2809,2469,1982,1824,1468,1036,806,578,228,0,170,376,723,965,1288,1500,1676
1788,1786,26378,26255,25998,25862,25585,25455,25197,24954,24641,24295,24172,23956,23650,23371,23162,22769,22481,22099,21896,21419,21091,20768,20200,19849,19197,18624,18025,6703,6557,16578,16208,15929,15498,15310,15087,14832,14628,14469,13974,13268,12770,12463,12157,11395,11183,10688,10533,10028,9724,9529,9297,9051,8736,8600,8223,7969,7599,7412,5977,5552,4827,4275,3875,3304,2979,2639,2152,1994,1638,1206,976,748,398,170,0,206,553,795,1118,1330,1506
1789,1580,26584,26461,26204,26068,25791,25661,25403,25160,24847,24501,24378,24162,23856,23577,23368,22975,22687,22305,22102,21625,21297,20974,20406,20055,19403,18830,18231,6909,6763,16784,16414,16135,15704,15516,15293,15038,14834,14675,14180,13474,12976,12669,12363,11601,11389,10894,10739,10234,9930,9735,9503,9257,8942,8806,8429,8175,7805,7618,6183,5758,5033,4481,4081,3510,3185,2845,2358,2200,1844,1412,1182,954,604,376,206,0,347,589,912,1124,1300
1791,1233,26931,26808,26551,26415,26138,26008,25750,25507,25194,24848,24725,24509,24203,23924,23715,23322,23034,22652,22449,21972,21644,21321,20753,20402,19750,19177,18578,7256,7110,17131,16761,16482,16051,15863,15640,15385,15181,15022,14527,13821,13323,13016,12710,11948,11736,11241,11086,10581,10277,10082,9850,9604,9289,9153,8776,8522,8152,7965,6530,6105,5380,4828,4428,3857,3532,3192,2705,2547,2191,1759,1529,1301,951,723,553,347,0,242,565,777,953
1352,991,27173,27050,26793,26657,26380,26250,25992,25749,25436,25090,24967,24751,24445,24166,23957,23564,23276,22894,22691,22214,21886,21563,20995,20644,19992,19419,18820,7498,7352,17373,17003,16724,16293,16105,15882,15627,15423,15264,14769,14063,13565,13258,12952,12190,11978,11483,11328,10823,10519,10324,10092,9846,9531,9395,9018,8764,8394,8207,6772,6347,5622,5070,4670,4099,3774,3434,2947,2789,2433,2001,1771,1543,1193,965,795,589,242,0,323,535,711
1353,668,27496,27373,27116,26980,26703,26573,26315,26072,25759,25413,25290,25074,24768,24489,24280,23887,23599,23217,23014,22537,22209,21886,21318,20967,20315,19742,19143,7821,7675,17696,17326,17047,16616,16428,16205,15950,15746,15587,15092,14386,13888,13581,13275,12513,12301,11806,11651,11146,10842,10647,10415,10169,9854,9718,9341,9087,8717,8530,7095,6670,5945,5393,4993,4422,4097,3757,3270,3112,2756,2324,2094,1866,1516,1288,1118,912,565,323,0,212,388
1354,456,27708,27585,27328,27192,26915,26785,26527,26284,25971,25625,25502,25286,24980,24701,24492,24099,23811,23429,23226,22749,22421,22098,21530,21179,20527,19954,19355,8033,7887,17908,17538,17259,16828,16640,16417,16162,15958,15799,15304,14598,14100,13793,13487,12725,12513,12018,11863,11358,11054,10859,10627,10381,10066,9930,9553,9299,8929,8742,7307,6882,6157,5605,5205,4634,4309,3969,3482,3324,2968,2536,2306,2078,1728,1500,1330,1124,777,535,212,0,176
1818,280,27884,27761,27504,27368,27091,26961,26703,26460,26147,25801,25678,25462,25156,24877,24668,24275,23987,23605,23402,22925,22597,22274,21706,21355,20703,20130,19531,8209,8063,18084,17714,17435,17004,16816,16593,16338,16134,15975,15480,14774,14276,13969,13663,12901,12689,12194,12039,11534,11230,11035,10803,10557,10242,10106,9729,9475,9105,8918,7483,7058,6333,5781,5381,4810,4485,4145,3658,3500,3144,2712,2482,2254,1904,1676,1506,1300,953,711,388,176,0
