,trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled,stop_headsign,pickup_type,drop_off_type,timepoint
28896,148436:317268,18:21:00,18:21:00,1224,19,20815,,0,0,0
28897,148436:317268,18:23:00,18:23:00,1225,20,21240,,0,0,1
28898,148436:317268,18:24:00,18:24:00,1775,21,21965,,0,0,0
28899,148436:317268,18:24:00,18:24:00,1776,22,22517,,0,0,0
28900,148436:317268,18:25:00,18:25:00,1777,23,22917,,0,0,0
28901,148436:317268,18:26:00,18:26:00,1778,24,23488,,0,0,0
28902,148436:317268,18:26:00,18:26:00,1852,25,23813,,0,0,0
28903,148436:317268,18:27:00,18:27:00,1779,26,24153,,0,0,0
28904,148436:317268,18:27:00,18:27:00,1780,27,24640,,0,0,0
28905,148436:317268,18:29:00,18:29:00,1781,28,24798,,0,0,1
28906,148436:317268,18:29:00,18:29:00,1782,29,25154,,0,0,0
28907,148436:317268,18:30:00,18:30:00,1783,30,25586,,0,0,0
28908,148436:317268,18:31:00,18:31:00,1784,31,25816,,0,0,0
28909,148436:317268,18:32:00,18:32:00,1785,32,26044,,0,0,1
28910,148436:317268,18:32:00,18:32:00,1786,33,26394,,0,0,0
28911,148436:317268,18:33:00,18:33:00,1787,34,26622,,0,0,0
28912,148436:317268,18:34:00,18:34:00,1788,35,26792,,0,0,0
28913,148436:317268,18:34:00,18:34:00,1789,36,26998,,0,0,0
28914,148436:317268,18:35:00,18:35:00,1791,37,27345,,0,0,0
28915,148436:317268,18:36:00,18:36:00,1352,38,27587,,0,0,0
28916,148436:317268,18:37:00,18:37:00,1353,39,27910,,0,0,0
28917,148436:317268,18:37:00,18:37:00,1354,40,28122,,0,0,0
28918,148436:317268,18:38:00,18:38:00,1818,41,28298,,0,0,0
28919,148436:317268,18:40:00,18:40:00,1121,42,28578,,0,0,1
