,trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled,stop_headsign,pickup_type,drop_off_type,timepoint
44,152606:314483,13:08:00,13:08:00,1081,45,13688,,0,0,0
45,152606:314483,13:09:00,13:09:00,1743,46,14065,,0,0,0
46,152606:314483,13:10:00,13:10:00,1744,47,14234,,0,0,0
47,152606:314483,13:10:00,13:10:00,1745,48,14387,,0,0,0
48,152606:314483,13:10:00,13:10:00,1746,49,14595,,0,0,0
49,152606:314483,13:11:00,13:11:00,1747,50,14892,,0,0,0
50,152606:314483,13:11:00,13:11:00,1748,51,15066,,0,0,0
51,152606:314483,13:14:00,13:14:00,1019,52,15391,,0,0,1
1032,149779:314605,10:45:00,10:45:00,1019,1,15391,,0,0,1
1033,149779:314605,10:45:00,10:45:00,1669,2,15652,,0,0,0
1034,149779:314605,10:45:00,10:45:00,1670,3,15757,,0,0,0
1035,149779:314605,10:46:00,10:46:00,1671,4,16096,,0,0,0
1036,149779:314605,10:47:00,10:47:00,1672,5,16299,,0,0,0
1037,149779:314605,10:47:00,10:47:00,1673,6,16464,,0,0,0
1038,149779:314605,10:47:00,10:47:00,1674,7,16573,,0,0,0
1039,149779:314605,10:48:00,10:48:00,1029,8,16860,,0,0,0
1040,149779:314605,10:48:00,10:48:00,1030,9,17027,,0,0,0
1041,149779:314605,10:49:00,10:49:00,1675,10,17221,,0,0,0
1042,149779:314605,10:49:00,10:49:00,1676,11,17430,,0,0,0
1043,149779:314605,10:49:00,10:49:00,1677,12,17570,,0,0,0
1044,149779:314605,10:50:00,10:50:00,1678,13,17689,,0,0,0
1045,149779:314605,10:50:00,10:50:00,1679,14,17922,,0,0,0
1046,149779:314605,10:51:00,10:51:00,1680,15,18106,,0,0,0
1047,149779:314605,10:51:00,10:51:00,1681,16,18239,,0,0,0
1048,149779:314605,10:51:00,10:51:00,1682,17,18336,,0,0,0
1049,149779:314605,10:51:00,10:51:00,1683,18,18530,,0,0,0
1050,149779:314605,10:52:00,10:52:00,1684,19,18773,,0,0,0
1051,149779:314605,10:52:00,10:52:00,1685,20,19011,,0,0,0
1052,149779:314605,10:55:00,10:55:00,1686,21,19244,,0,0,1
1053,149779:314605,10:55:00,10:55:00,1687,22,19471,,0,0,0
1054,149779:314605,10:56:00,10:56:00,1688,23,19630,,0,0,0
1055,149779:314605,10:56:00,10:56:00,1689,24,19903,,0,0,0
1056,149779:314605,10:57:00,10:57:00,1690,25,20059,,0,0,0
1057,149779:314605,10:58:00,10:58:00,1691,26,20343,,0,0,0
1058,149779:314605,10:58:00,10:58:00,1692,27,20527,,0,0,0
1059,149779:314605,10:59:00,10:59:00,1693,28,20719,,0,0,0
1060,149779:314605,10:59:00,10:59:00,1694,29,20915,,0,0,0
1061,149779:314605,11:00:00,11:00:00,1695,30,21143,,0,0,0
1062,149779:314605,11:01:00,11:01:00,1696,31,21477,,0,0,0
1063,149779:314605,11:01:00,11:01:00,1697,32,21637,,0,0,0
1064,149779:314605,11:02:00,11:02:00,1698,33,21919,,0,0,0
1065,149779:314605,11:03:00,11:03:00,1699,34,22215,,0,0,0
1066,149779:314605,11:04:00,11:04:00,1700,35,22485,,0,0,0
1067,149779:314605,11:04:00,11:04:00,1701,36,22799,,0,0,0
1068,149779:314605,11:05:00,11:05:00,1702,37,22955,,0,0,0
1069,149779:314605,11:10:00,11:10:00,1231,38,23836,,0,0,1
1070,149779:314605,11:11:00,11:11:00,1232,39,24352,,0,0,0
1071,149779:314605,11:14:00,11:14:00,1703,40,25162,,0,0,0
1072,149779:314605,11:15:00,11:15:00,1704,41,25681,,0,0,0
1073,149779:314605,11:17:00,11:17:00,1705,42,26262,,0,0,0
1074,149779:314605,11:18:00,11:18:00,1706,43,26424,,0,0,0
1075,149779:314605,11:20:00,11:20:00,1707,44,26518,,0,0,1
1076,149779:314605,11:20:00,11:20:00,1708,45,26715,,0,0,0
1077,149779:314605,11:20:00,11:20:00,1489,46,26862,,0,0,0
1078,149779:314605,11:20:00,11:20:00,1490,47,27021,,0,0,0
1079,149779:314605,11:21:00,11:21:00,1491,48,27516,,0,0,0
1080,149779:314605,11:22:00,11:22:00,1003,49,28222,,0,0,0
1081,149779:314605,11:23:00,11:23:00,1004,50,28720,,0,0,0
1082,149779:314605,11:23:00,11:23:00,1005,51,29027,,0,0,0
1083,149779:314605,11:25:00,11:25:00,1006,52,29333,,0,0,1
